,Symbol,Reward
902,HUN,-36158230.38025338
903,HUSKF,-17642766.359999955
904,HUYA,-9352288.172238415
905,HWC,-24264961.220884062
906,HWCPL,-1097476.0899999982
907,HWM,-9758945.031283807
908,HXL,-76139804.30000274
909,HYLN,-7038841.016650543
910,HYPOF,-181926.88000000085
911,HYSNY,-4575271.75976117
912,HZNP,-21996178.830000635
913,IAA,-2582497.3600000096
914,IAC,-67025541.71000589
915,IART,-66472291.3900067
916,IBKR,-31789680.26000072
917,IBM,-68072655.90999238
918,IBN,-50742992.71999921
919,IBP,-13735497.65000015
920,IBRX,-17748231.824990585
921,IBTX,-15846974.989298606
922,ICE,-35076550.84000075
923,ICL,-16939900.368775465
924,ICLR,-56470942.57999766
925,ICUI,-72400760.90000324
926,IDA,-61352077.939999335
927,IDEXY,-14166119.563856352
928,IDRSF,-2534046.932558889
929,IDXX,-72500140.98000038
930,IEP,-67715950.8499153
931,IEX,-60693389.01999261
932,IFCZF,4463444.180452354
933,IFF,-66094590.00999948
934,IFS,-6276127.154077499
935,IHG,-35818842.31000043
936,IIPR,-8562522.56226926
937,IIVI,-72133928.68000185
938,ILMN,-54041666.29000789
939,IMAB,-6372840.66103713
940,IMMU,-71857778.39001037
941,IMO,-63001186.509997286
942,IMVT,-5982879.966231873
943,INCY,-68236855.08000441
944,INCZY,-15081239.623100486
945,INFA,-1569487.8702112515
946,INFO,-5706455.729999977
947,INFY,-54407515.499910295
948,INGR,-50412676.27000007
949,INGXF,-9641905.81153206
950,INOV,-8138577.559999987
951,INSM,-55527469.140005246
952,INSP,-8555408.265094252
953,INST,-2119256.224386285
954,INTC,-74939555.32999945
955,INTU,-67369554.44999333
956,INVH,-6277901.132264402
957,IONS,-75934718.4900072
958,IOT,-1896663.4015367918
959,IOVA,-27490638.840004932
960,IP,-70173282.96999395
961,IPG,-69601093.89000504
962,IPGP,-32182167.400000595
963,IPHI,-17489634.689999953
964,IPPLF,-3847330.5499999896
965,IPXHY,-15905521.13085618
966,IQ,-9971493.888128273
967,IQV,-12590350.936096817
968,IR,-8094132.159427809
969,IRBT,-37199709.20984343
970,IRDM,-28574534.469802283
971,IRM,-55498956.750000596
972,IRTC,-9560915.410647538
973,IS,-1103924.879999999
974,ISBC,-26914935.080000058
975,ISRG,-49762758.560006395
976,IT,-66768256.01999354
977,ITCI,-19739054.02999995
978,ITGR,-46826462.24000161
979,ITRI,-67854750.9199897
980,ITRO,-36059556.2099994
981,ITT,-55867194.559994414
982,ITW,-66949848.7300054
983,IVZ,-52551572.09002383
984,IX,-31242465.908897825
985,J,-70573662.42999312
986,JAMF,-4025952.6719933082
987,JAZZ,-36493154.200000785
988,JBGS,-7322084.011234276
989,JBHT,-74034394.80000213
990,JBL,-71077299.27999803
991,JBLU,-45959014.96989251
992,JBT,-30076189.570960335
993,JCI,-68752916.72999771
994,JCOM,-51428372.99000387
995,JD,-15137151.480415447
996,JDSPY,-2400802.587047092
997,JEF,-63786591.0799983
998,JELD,-9730852.759937404
999,JHG,-6895932.337990727
1000,JHX,-28444592.67903172
1001,JJSF,-75413185.24001396
1002,JKHY,-74082726.6000025
1003,JKS,-29520928.169973288
1004,JLL,-52250409.62000375
1005,JNJ,-63854861.329996936
1006,JNPR,-56844008.7100027
1007,JOBS,-34969463.51999898
1008,JOBY,-4011000.573223826
1009,JPM,-70445913.0400099
1010,JSM,-35499483.423347354
1011,JWN,-75439823.23000711
1012,JXHLY,-5041104.66678793
1013,JXN,-1785113.1367211998
1014,K,-66812381.299998514
1015,KAOOY,-28513037.52108886
1016,KB,-40216976.34070261
1017,KBH,-76174415.66000083
1018,KBR,-33314038.01000041
1019,KC,-5694017.629754703
1020,KD,-1875815.9124153191
1021,KDP,-22453778.10018482
1022,KEP,-57009277.689811036
1023,KEX,-67438634.17000411
1024,KEY,-67730905.56000362
1025,KEYS,-10341454.8022637
1026,KGC,-80629328.78001055
1027,KHC,-9833451.927607255
1028,KIM,-56435652.72006467
1029,KKR,-21092444.639475152
1030,KL,-4425198.239999995
1031,KLAC,-76191398.32000756
1032,KMB,-65150027.13999353
1033,KMI,-17188820.49847711
1034,KMPR,-67158471.45999454
1035,KMT,-69442136.85988538
1036,KMX,-60403461.67000627
1037,KNBE,-1019528.7199999983
1038,KNSL,-7229334.8618139345
1039,KNX,-61668739.37000076
1040,KO,-68633292.00000198
1041,KOD,-8506992.469488112
1042,KOF,-64728676.80999445
1043,KR,-71493280.6499981
1044,KRC,-51142211.04979828
1045,KRNT,-14870644.114485221
1046,KRTX,-6281046.179999977
1047,KSFTF,95572.63999997682
1048,KSS,-61964449.32993514
1049,KSU,-60495336.15000078
1050,KT,-46723124.43962094
1051,KTOS,-54713695.78999604
1052,KW,-21923034.560339835
1053,KWR,-74979134.40999375
1054,L,-63936654.9800019
1055,LAD,-55592796.89000616
1056,LAMR,-60063848.00000099
1057,LANC,-71415428.81000464
1058,LAUR,-9444065.286992569
1059,LAZ,-37060283.409999594
1060,LAZR,-5537569.970151189
1061,LB,-67403021.10000263
1062,LCID,-4735781.189499154
1063,LCII,-73383200.04999617
1064,LDOS,-28700917.85999988
1065,LEA,-22104450.72061155
1066,LECO,-62942194.54999392
1067,LEG,-66902993.69982814
1068,LEGN,-3924212.6746243215
1069,LEN,-68582057.9700014
1070,LESL,-3497593.068871088
1071,LEVI,-5290419.496663863
1072,LFG,-881346.4099999993
1073,LFST,-3347932.1136252647
1074,LFUS,-66259183.50001188
1075,LGIH,-17275874.660526883
1076,LH,-75679987.18000574
1077,LHCG,-32042015.140000835
1078,LHX,-67830558.02999447
1079,LI,-4523749.522192904
1080,LII,-47809948.99999772
1081,LILA,-12893046.07056616
1082,LILAK,-11978988.29306414
1083,LITE,-13313435.914005058
1084,LIVN,-10358196.101170251
1085,LKQ,-39170001.03041756
1086,LLY,-68965828.02999914
1087,LMND,-5101715.663491668
1088,LMT,-65599573.469995245
1089,LN,-1854911.6999999955
1090,LNC,-68377201.26999769
1091,LNG,-66113583.46999365
1092,LNT,-65150846.3099956
1093,LNW,-78339683.22000106
1094,LOPE,-26724347.299999904
1095,LOW,-71535118.96999946
1096,LPL,-35895291.8606956
1097,LPLA,-19294827.830000363
1098,LPRO,-5045968.268101454
1099,LPSN,-57724298.86003262
1100,LPX,-73107730.12999432
1101,LRCX,-76743560.85998738
1102,LSCC,-79217558.85001116
1103,LSI,-50255547.56999969
1104,LSPD,-4317846.428487131
1105,LSTR,-65892516.64999876
1106,LU,-4583868.788515427
1107,LULU,-32407345.21999756
1108,LUMN,-3782849.5524281715
1109,LUV,-74238769.49000198
1110,LVGO,-225354.7099999995
1111,LVS,-39125954.09998761
1112,LW,-6592462.726493376
1113,LYFT,-7571900.752418608
1114,LYG,-40504518.91948734
1115,LYV,-38474045.98999942
1116,M,-67959003.3500021
1117,MA,-32345098.289998814
1118,MAA,-51873305.87999429
1119,MAIN,-30431038.560283136
1120,MAN,-69798414.07999839
1121,MANH,-59774521.04999414
1122,MANT,-39928574.24999861
1123,MAQAF,515457.90623752726
1124,MAR,-59431205.87000018
1125,MAS,-69747152.89000545
1126,MASI,-28601044.640623983
1127,MAT,-73261564.9099923
1128,MATX,-74598978.47998807
1129,MC,-12801686.15949183
1130,MCARY,-3236224.4039892647
1131,MCD,-67457178.37999344
1132,MCFE,-107840.93999999983
1133,MCHP,-69733605.73999912
1134,MCK,-55867320.2299952
1135,MCO,-56155332.60999237
1136,MCRB,-16279444.838028936
1137,MCRPF,1592809.4600000198
1138,MCW,-2160983.761139118
1139,MCY,-67139009.3300025
1140,MDB,-8426846.578850007
1141,MDC,-77389532.00999334
1142,MDEVF,-11395730.991699578
1143,MDGL,-35728570.02999952
1144,MDLA,-1468333.8600000022
1145,MDLZ,-37271048.97099855
1146,MDT,-69352863.72000791
1147,MDU,-63584656.63999904
1148,MEDP,-9539884.110000057
1149,MELI,-34209901.45000018
1150,MEOH,-68045097.989998
1151,MET,-45516289.12999832
1152,META,-15130228.649999928
1153,MFC,-45930053.40000068
1154,MFG,-29529783.430945806
1155,MFO,-3738746.599999999
1156,MGA,-73563919.58000171
1157,MGEE,-70434900.8600079
1158,MGM,-71932694.56000583
1159,MGP,-4252689.269999999
1160,MHK,-68011645.00001273
1161,MICLF,1738217.3029641965
1162,MIDD,-75797542.90999614
1163,MIME,-6120140.459999996
1164,MKC,-70789624.33999817
1165,MKL,-58145880.66999517
1166,MKSI,-55976987.96000121
1167,MKTX,-39511772.540001415
1168,MLHR,-64997022.24999328
1169,MLM,-57351848.430000745
1170,MMC,-65818219.399999335
1171,MMM,-63649605.31999815
1172,MMP,-37771115.939999655
1173,MMS,-54493315.409993686
1174,MMSI,-80108044.10000168
1175,MMYT,-26496296.11999951
1176,MNDY,-2591011.7584997453
1177,MNST,-82514169.23001449
1178,MNTK,-3692463.895359504
1179,MO,-66268728.050001144
1180,MOH,-40165489.15999801
1181,MOMO,-18787651.140276212
1182,MOR,-5850386.912063165
1183,MORN,-33894238.30000082
1184,MOS,-69136059.54000011
1185,MP,-4899367.417312107
1186,MPC,-19863816.93000018
1187,MPLN,-4367404.188035123
1188,MPLX,-19269716.93907992
1189,MPW,-37892840.35988187
1190,MPWR,-39652866.55999916
1191,MQ,-3543282.765236714
1192,MRCY,-58293956.88000517
1193,MRK,-66547750.68999678
1194,MRNA,-6970036.034593778
1195,MRO,-71813696.49999788
1196,MRTX,-18919066.259999923
1197,MRVI,-4055122.6143357293
1198,MRVL,-52776355.250001155
1199,MS,-64124355.959999315
1200,MSA,-65084330.530009024
1201,MSCI,-27015784.720001746
1202,MSFT,-72661537.94000065
1203,MSGS,-8218193.152717962
1204,MSI,-71590814.55000454
1205,MSM,-60173637.12999664
1206,MSP,-361791.42000000336
1207,MT,-57976240.850045316
1208,MTB,-52448957.57999988
1209,MTCH,-11118020.54960893
1210,MTD,-50208582.89000003
1211,MTG,-65783261.179993905
1212,MTH,-77032772.93999964
1213,MTLS,-16307545.049799256
1214,MTN,-53613515.24999723
1215,MTRAF,900841.7003476459
1216,MTSI,-21058491.63999971
1217,MTZ,-79946993.79998705
1218,MU,-76867522.43999727
1219,MUFG,-42899294.649764314
1220,MUR,-65741901.97000132
1221,MUSA,-13260745.690000031
1222,MXIM,-66707117.23999903
1223,MXL,-26389754.130430404
1224,MYL,-66399319.55000019
1225,NARI,-4255975.559847546
1226,NATI,-59276144.18000459
1227,NAV,-69690665.25000311
1228,NBIX,-62996609.069998235
1229,NCLH,-17229943.13990844
1230,NCNO,-4407986.76478769
1231,NCR,-55082821.450000934
1232,NDAQ,-43532553.60000369
1233,NDSN,-69767978.22998673
1234,NE,-2408536.078667751
1235,NEE,-61782395.850175366
1236,NEM,-69728250.45999862
1237,NEO,-43522393.870000996
1238,NEOG,-80646907.41998878
1239,NET,-5875824.007724944
1240,NEU,-71569033.20999166
1241,NEWR,-12098598.960000005
1242,NFE,-7810873.525169031
1243,NFG,-62802619.03000308
1244,NFLX,-45283047.41999979
1245,NG,-42533965.77004881
1246,NGHC,-5760581.640000012
1247,NGHCN,-1767429.9900000028
1248,NGHCO,-2338789.5300000003
1249,NGHCP,-2868935.7699999693
1250,NGHCZ,-1622177.530000008
1251,NGVT,-9547454.100318812
1252,NHI,-60225955.90999838
1253,NI,-61433878.11000062
1254,NICE,-61263880.89999324
1255,NIO,-9278059.511189798
1256,NIU,-8821440.889258126
1257,NJR,-62064051.53000142
1258,NKE,-72708011.9099986
1259,NKLA,-6177762.279866754
1260,NKTR,-66541174.91001132
1261,NLOK,-73774717.39999935
1262,NLY,-51616933.54978568
1263,NMIH,-9681651.249999993
1264,NMK-PC,-3387291.0699999924
1265,NMR,-41600272.959870316
1266,NNI,-38137437.7199979
1267,NNN,-67813088.68999831
1268,NNN-PF,-1936743.340000007
1269,NOC,-66336250.479999945
1270,NOMD,-12983073.358393645
1271,NOV,-59885385.37000147
1272,NOVA,-5922498.596584796
1273,NOVT,-56039956.28000657
1274,NOW,-16798560.720000353
1275,NPIFF,-5826982.856950521
1276,NPSKY,-18999385.541843776
1277,NRG,-36188271.93999888
1278,NSA-PA,-3987908.137238841
1279,NSC,-65379851.06000871
1280,NSIT,-65710532.690000094
1281,NSP,-58745321.250004284
1282,NTAP,-63609043.450008534
1283,NTES,-51259882.50000539
1284,NTNX,-10747680.9734842
1285,NTR,-5577325.370687282
1286,NTRA,-13731297.890245035
1287,NTRS,-67414350.03999057
1288,NU,-1474151.6096148381
1289,NUAN,-60925655.5299916
1290,NUE,-68460631.28999968
1291,NUVA,-36907515.00999982
1292,NVAX,-65983437.9500001
1293,NVCR,-13304105.98596874
1294,NVDA,-56447196.67999927
1295,NVEI,-3592734.1433859384
1296,NVR,-77140724.39998908
1297,NVRO,-14603244.390616212
1298,NVST,-4655077.312793798
1299,NVT,-6788243.317327267
1300,NWE,-2478675.2510342384
1301,NWL,-70069163.61995575
1302,NWS,-14419057.49852676
1303,NWSA,-14056493.596723806
1304,NWSZF,1037497.1300000192
1305,NXST,-44748391.27000211
1306,NYCB,-58562447.27003116
1307,NYT,-71189806.96000631
1308,O,-55489797.369996235
1309,OC,-34161186.469999254
1310,OCFT,-6378444.794310515
1311,ODFL,-67275383.9900051
1312,OGE,-62476522.93999872
1313,OGN,-1969454.900285259
1314,OGS,-11016761.109161215
1315,OHI,-63245956.09999799
1316,OKE,-68859854.34999919
1317,OKTA,-9351742.928543957
1318,OLED,-64391605.700011194
1319,OLLI,-11212812.147528935
1320,OLN,-67351563.57000038
1321,OLPX,-2742756.892551477
1322,OM,-4747939.631547717
1323,OMC,-63799683.68999607
1324,OMCL,-49084725.19001526
1325,OMF,-15374590.130727258
1326,OMRNY,-21033879.774867415
1327,ON,-54864013.94000764
1328,ONB,-62892670.5499989
1329,ONEM,-2534643.590000001
1330,ONEXF,-11144139.056611663
1331,OPCH,-64622098.240001045
1332,OPEN,-6235003.574268309
1333,OPK,-65912852.530004635
1334,ORA,-35588002.00541563
1335,ORCC,-2706597.6100000017
1336,ORCL,-78206892.64000654
1337,ORI,-67166265.40000227
1338,ORLY,-63621788.71999448
1339,ORXCF,-366274.19000000716
1340,OSB,-2825641.340000002
1341,OSH,-2224118.05
1342,OSK,-76661925.82000268
1343,OSTK,-45613698.520002045
1344,OTEX,-62710890.11999563
1345,OTIS,-2156953.055125718
1346,OUT,-13971911.380819691
1347,OVV,-37955188.43000123
1348,OWL,-2084354.9901483904
1349,OXY,-68811714.05000566
1350,OZK,-51236726.20999742
1351,PAA,-45793302.88997364
1352,PAAS,-65400670.07999155
1353,PACB,-29542214.41002073
1354,PACW,-41032651.760000706
1355,PAG,-60576762.49000549
1356,PAGS,-9206894.627790952
1357,PANW,-16238106.269999769
1358,PARA,-33492894.21992989
1359,PATH,-2784775.043675238
1360,PAX,-2265286.818823123
1361,PAYC,-12628584.563524755
1362,PAYO,-3629299.0710150953
1363,PAYX,-73352911.76999073
1364,PB,-44143984.43999959
1365,PBA,-17028215.401305147
1366,PBCT,-73191910.45999531
1367,PBCTP,-3038790.290000001
1368,PCAR,-71818699.07000256
1369,PCG,-64913300.95999245
1370,PCH,-69822915.59999797
1371,PCOR,-2785838.4498567
1372,PCRX,-24188072.510501847
1373,PCTY,-14780754.144280413
1374,PCVX,-4455520.069250199
1375,PD,-7493828.551656642
1376,PDCO,-67674320.7799944
1377,PDD,-6848438.241441346
1378,PE,-9098576.169999998
1379,PEAK,-64985104.66999978
1380,PECO,-1818367.6371221102
1381,PEG,-63495350.98000263
1382,PEGA,-64984527.61999259
1383,PEN,-10073094.486082835
1384,PENN,-66135112.590001084
1385,PEP,-68255447.25999774
1386,PFE,-69767492.59992751
1387,PFG,-42494679.73000036
1388,PFGC,-11173404.247317476
1389,PFPT,-11423703.869999943
1390,PFSI,-15860216.828022182
1391,PG,-63624101.1199988
1392,PGNY,-5328279.834340028
1393,PGPHF,-494707.590000002
1394,PGR,-67859313.11000541
1395,PH,-70219125.9399982
1396,PHI,-64540566.57016603
1397,PHM,-72069437.56000274
1398,PII,-65963917.08998886
1399,PINC,-14466866.579487262
1400,PING,-2529260.289999998
1401,PINS,-6166708.795832417
1402,PJT,-9624258.991314368
1403,PK,-8318555.161427136
1404,PKCOY,-3202288.993851021
1405,PKG,-45770803.15999941
1406,PKI,-66331274.33000117
1407,PKIUF,-9336338.53877238
1408,PKX,-58693726.79999874
1409,PLAN,-2851539.919999997
1410,PLD,-46540872.82999795
1411,PLMR,-6394075.255317077
1412,PLNT,-10637830.62086282
1413,PLSQF,3045798.0700000143
1414,PLTK,-3084954.8535573757
1415,PLTR,-4106653.5507271467
1416,PLUG,-55293775.72000471
1417,PLXS,-77638908.42999823
1418,PM,-24225909.059135444
1419,PMCUF,4263505.2828164995
1420,PMMAF,-4192558.6689363513
1421,PNC,-69809844.29000868
1422,PNFP,-41485236.65999948
1423,PNM,-69576070.72000004
1424,PNW,-64867768.040002264
1425,PODD,-34720839.87999951
1426,POOL,-56109535.309997745
1427,POR,-28973022.960515596
1428,POST,-17415733.42907984
1429,POWI,-60123699.30000613
1430,PPBI,-61241888.11000576
1431,PPC,-71387588.9999937
1432,PPD,-335997.1600000001
1433,PPG,-65056760.41000899
1434,PPL,-60819978.22012491
1435,PPRQF,-2072499.001746267
1436,PRAH,-6652178.679999991
1437,PRI,-19293423.549999736
1438,PRLB,-20015796.99013123
1439,PRMW,-26872603.060255677
1440,PROK,-2637334.310107247
1441,PRU,-42044855.109998144
1442,PRVA,-3358421.0452554156
1443,PS,-18885704.10999994
1444,PSA,-67492275.11999148
1445,PSB,-47622314.38999866
1446,PSMT,-53392982.87000587
1447,PSN,-4309282.754295345
1448,PSTG,-13063316.591014834
1449,PSX,-16745831.079988975
1450,PTC,-77764373.48999889
1451,PTCT,-21439947.224819362
1452,PTON,-6406513.350028075
1453,PTVE,-3262508.566136221
1454,PVG,-17440759.939999983
1455,PVH,-70802693.11001278
1456,PWR,-55977713.039996326
1457,PWSC,-2857772.401752851
1458,PXD,-55092375.59000314
1459,PYCR,-2393317.0931992414
1460,PYPL,-9091360.658916181
1461,PZZA,-65257070.500000745
1462,QCOM,-72499531.35000265
1463,QDEL,-77797969.08999631
1464,QLYS,-19194280.400005426
1465,QRTEA,-8862131.138709372
1466,QRTEB,-4575757.1114034215
1467,QRVO,-13808162.371829152
1468,QS,-5915246.029620614
1469,QSR,-10108327.398384808
1470,R,-70243977.13000542
1471,RAMP,-75997289.20001034
1472,RARE,-17804689.36528742
1473,RBC,-60093786.950000085
1474,RBLX,-3776090.9939206582
1475,RCI,-55406423.92986936
1476,RCL,-62891360.30000259
1477,RCM,-9041622.889150959
1478,RDFN,-10248306.70350454
1479,RDN,-62627103.30000004
1480,RE,-52809067.67999255
1481,REG,-52714643.26999877
1482,REGI,-17239439.66000002
1483,REGN,-76601105.91000572
1484,RETA,-11356240.730000002
1485,REXR,-10660260.39196747
1486,REXR-PA,-1194949.1100000017
1487,REYN,-2793579.642530578
1488,RF,-64909905.61999802
1489,RGA,-21244617.27999986
1490,RGEN,-80960774.77999991
1491,RGLD,-83264621.31999628
1492,RH,-17334023.11000025
1493,RHI,-67413878.98000985
1494,RHP,-62360282.42999778
1495,RITM,-14895577.510918127
1496,RIVN,-2561195.446438438
1497,RJF,-70296904.30999112
1498,RKLB,-4205564.254013901
1499,RKT,-3996926.4081371925
1500,RL,-53736053.9299993
1501,RLAY,-5296624.8360457085
1502,RLI,-59257442.89000257
1503,RMD,-62470328.320005156
1504,RMYHY,-508510.0137506627
1505,RNG,-17024756.50987025
1506,RNR,-49117234.22999702
1507,RNW,-3942479.7702400642
1508,ROCK,-67876432.25998873
1509,ROG,-66463653.819995806
1510,ROIV,-3845252.725083334
1511,ROK,-68298145.31999351
1512,ROKU,-9479084.671661768
1513,ROL,-65652981.46000701
1514,ROLL,-31589621.950000215
1515,ROP,-66722352.9099875
1516,ROST,-76439311.46001345
1517,RP,-16974502.130000055
1518,RPD,-13442458.924903844
1519,RPM,-72093563.08000086
1520,RPRX,-2856319.187534258
1521,RRC,-82939704.54001029
1522,RRETY,-3167809.5493661063
1523,RRR,-11964255.24006303
1524,RRX,-66023274.68000477
1525,RS,-55923795.7199943
1526,RSG,-52619398.89999917
1527,RSMDF,5339708.100000078
1528,RTOKY,-48414702.78999987
1529,RTX,-66313460.1499923
1530,RUN,581250328.2935846
1531,RUSHA,-42330568.74999951
1532,RUSHB,-59646624.86000239
1533,RVMD,-5815836.759186358
1534,RXDX,-1422547.3199999996
1535,RXN,-11295960.129999917
1536,RXRX,-4039600.589061871
1537,RXT,-4996255.1248215595
1538,RYAN,-1307135.5984063789
1539,RYN,-56389235.900001444
1540,RZA,-7568130.220000053
1541,S,-3332271.541197581
1542,SABR,-14737282.1951234
1543,SAFM,-68775674.00001039
1544,SAGE,-16904725.582508665
1545,SAIA,-45253629.06000095
1546,SAIC,-12904208.697759414
1547,SAIL,-5045520.399999992
1548,SAM,-57865344.57999583
1549,SATS,-29017080.40962557
1550,SBAC,-56715621.460007966
1551,SBNY,-35929249.21000838
1552,SBRA,-50056952.34000038
1553,SBSW,-18933657.059148397
1554,SBUX,-69630480.34999682
1555,SCCO,-57760039.64000052
1556,SCHW,-71701403.62999928
1557,SCI,-69855733.54999998
1558,SCL,-60082193.37000415
1559,SCRYY,-29774487.50978747
1560,SDC,-5756987.870000004
1561,SE,-7396939.619957607
1562,SEB,-32856714.95999671
1563,SEDG,-12951039.030876152
1564,SEE,-67532842.73000278
1565,SEIC,-71218006.68999848
1566,SEM,-26221001.67014674
1567,SF,-62531076.320002735
1568,SFBS,-13518894.827342438
1569,SFIX,-10352042.205529382
1570,SFM,-16882569.189269952
1571,SG,-2627092.4116844283
1572,SGEN,-50621529.82999838
1573,SGFY,-968058.9999999998
1574,SGHC,-3462835.4797162353
1575,SGML,-3640049.6624280387
1576,SGMS,-73871898.03000619
1577,SHAK,-15279505.049853014
1578,SHC,-3546896.048782806
1579,SHEN,-46942476.745159
1580,SHLS,-3896208.508644509
1581,SHLX,-10404694.040000012
1582,SHOP,-11679091.089089112
1583,SHW,-68120459.17999542
1584,SI,-3344547.33
1585,SIGI,-72485654.51000682
1586,SILK,-7557695.569552845
1587,SINA,-45521767.40999808
1588,SIRI,-68801486.54998979
1589,SITE,-8964833.74367224
1590,SIVB,-73732807.98000398
1591,SJI,-57262786.60000058
1592,SJIU,-921867.640000002
1593,SJM,-55862317.570004344
1594,SJR,-43810197.95000022
1595,SKX,-54124294.89000057
1596,SLAB,-54684952.81999437
1597,SLB,-68048275.87000261
1598,SLF,-46144615.11999985
1599,SLG,-47618100.77975825
1600,SLGN,-58169537.53000078
1601,SLM,-67451609.8399968
1602,SLMBP,-29060087.161447354
1603,SLQT,-5994353.9451492
1604,SMAR,-8570458.684855932
1605,SMFG,-30930696.720573504
1606,SMG,-65307254.62999072
1607,SMPL,-8023161.286290595
1608,SMTC,-76922525.77001096
1609,SNA,-66690629.040009394
1610,SNAP,-10293743.660893602
1611,SNCAF,-4613516.740604687
1612,SNOW,-3884063.697659295
1613,SNPS,-70194693.230007
1614,SNV,-68984650.92000164
1615,SNX,-37367117.00999918
1616,SO,-64697088.51000365
1617,SOFI,-3689977.7770786225
1618,SOGO,-3470772.1599999983
1619,SON,-70304241.76000188
1620,SONY,-61998465.23000196
1621,SPB,-80842174.64000192
1622,SPCE,-7457194.594087073
1623,SPG,-53902108.10000012
1624,SPLK,-18909592.50999994
1625,SPOT,-7514898.010000036
1626,SPR,-33315518.940221734
1627,SPSC,-21686731.419999644
1628,SPT,-5291357.63523204
1629,SPWR,-39262149.85498166
1630,SPXC,-72451452.52000275
1631,SQ,-11950494.417144036
1632,SQSP,-3404967.593260481
1633,SR,-60485138.380002566
1634,SRC,-14420557.270000031
1635,SRCL,-59521806.400004156
1636,SRE,-47677393.3694233
1637,SRNE,-28339340.500000097
1638,SRPT,-62071492.15999992
1639,SSB,-48780567.81999918
1640,SSD,-57241351.1100067
1641,SSNC,-21010010.20806772
1642,SSRM,-64874481.27995041
1643,SSTK,-18146412.139843404
1644,ST,-19893797.667408146
1645,STAA,-73466851.55000548
1646,STAG,-17834674.381423548
1647,STAY,-8234619.840000014
1648,STEM,-4937232.218172421
1649,STEP,-3671352.8412580816
1650,STGW,-58569688.90000031
1651,STKAF,500289.6200000062
1652,STL,-40075075.22000044
1653,STLD,-59609481.600005955
1654,STLJF,2517809.769999976
1655,STMP,-49013339.78000218
1656,STN,-32095489.62000025
1657,STNE,-7618983.800534513
1658,STOR,-7375643.380000012
1659,STRA,-56800602.589998
1660,STT,-67450000.10998976
1661,STX,-41752232.28999656
1662,STZ,-67113818.6100063
1663,SU,-66921308.140002
1664,SUI,-50938841.42000128
1665,SUM,-14336139.96027094
1666,SUZ,-13397562.545425521
1667,SWAV,-5873814.180000002
1668,SWCH,-5098453.479999988
1669,SWK,-68159604.93999776
1670,SWKS,-5856667.99948611
1671,SWX,-65921178.329995155
1672,SXT,-65388179.2799985
1673,SYF,-10639945.42631383
1674,SYK,-72516210.4499999
1675,SYM,-2913148.456253127
1676,SYNA,-48252327.810000315
1677,SYNH,-12877538.480000006
1678,SYY,-69092448.0800056
1679,T,-66511178.98078098
1680,TAL,-22014055.37976342
1681,TAP,-73746943.52000621
1682,TCBI,-39722663.66000138
1683,TCBIL,-5281244.249999994
1684,TCBIP,-4958262.890000007
1685,TCN,-1178542.6800719816
1686,TCNNF,-6070629.173891247
1687,TCOM,-41870735.53000124
1688,TD,-51403408.77999748
1689,TDC,-29233350.109514672
1690,TDG,-26527228.22999943
1691,TDOC,-12467825.956185112
1692,TDY,-51166229.41000399
1693,TEAM,-10230568.77334476
1694,TECH,-76571992.72999315
1695,TECK,-37407213.960000575
1696,TEL,-29295389.499999642
1697,TENB,-7266763.815625488
1698,TER,-77147271.08999737
1699,TEVA,-73199772.07999834
1700,TFC,-70752457.79000516
1701,TFII,-26176924.340726215
1702,TFSL,-27498422.47964562
1703,TFX,-65028012.979994655
1704,TGNA,-68950527.40999837
1705,TGT,-67511643.03998888
1706,TGTX,-31154779.360000808
1707,THC,-72623845.63000116
1708,THG,-55817879.809993766
1709,THO,-67231794.23000003
1710,THS,-33097204.95970152
1711,TIF,-64132932.42000751
1712,TINLY,-1069529.6487987218
1713,TJX,-72328930.22999087
1714,TKR,-70767526.11999738
1715,TM,-52472076.78999712
1716,TME,-7004144.240048102
1717,TMHC,-17648602.789411124
1718,TMICY,-50224939.5402712
1719,TMNA,-4051815.567098355
1720,TMO,-65918578.29000144
1721,TMX,-847571.4000000006
1722,TNDM,-20008502.68965545
1723,TNET,-13461055.883434163
1724,TNL,-35331506.16000049
1725,TOL,-76786300.35001104
1726,TOST,-2791361.755927065
1727,TPG,-1073634.2681939707
1728,TPH,-18016997.069957934
1729,TPL,-59943429.989991695
1730,TPR,-45613123.13999927
1731,TPTX,-3203290.7900000005
1732,TPX,-41521667.83999946
1733,TRAUF,2068979.370753732
1734,TREE,-29730831.169675007
1735,TREX,-52589353.05000514
1736,TRGP,-21948914.190000292
1737,TRI,-36202243.88999949
1738,TRIP,-20421059.725465216
1739,TRMB,-78687075.90000013
1740,TRN,-69066488.10000308
1741,TRNO,-20767693.630499743
1742,TROW,-71264687.88000014
1743,TRP,-62540463.59000003
1744,TRTN,-33974218.089999184
1745,TRU,-9289628.249794278
1746,TRUP,-13849134.889440551
1747,TRV,-64535160.359999046
1748,TSCO,-64245386.92000013
1749,TSEM,-64398349.919998005
1750,TSLA,-21337470.500334382
1751,TSM,-55843785.41999795
1752,TSN,-72976498.13999842
1753,TT,3.5709037300821555e+59
1754,TTC,-69243457.10999133
1755,TTD,-9808751.063576903
1756,TTE,-55644684.73000055
1757,TTEC,-63012518.949949026
1758,TTEK,-70340117.81000209
1759,TTWO,-62059113.08998987
